Name,Amenity,geometry,Competitor
Mendis Pharmacy & Medical Center,pharmacy,POINT(79.878202 7.366801),Pharmacy
ST. ANNE'S PHARMACY,pharmacy,POINT(79.8694759 7.365725),Pharmacy
Dankotuwa Medical Stores,pharmacy,POINT(79.8841986 7.2971098),Pharmacy
St Anthony's Pharmacy,pharmacy,POINT(79.8828216 7.2974294),Pharmacy
Aswath Medi Quick Kandakuliya,pharmacy,POINT(79.7231641 8.213742),Pharmacy
Shifnas pharmacy,pharmacy,POINT(79.7401058 8.0351354),Pharmacy
Shimha Pharmacy,pharmacy,POINT(79.7387989 8.0398131),Pharmacy
Oasis Pharmacy,pharmacy,POINT(79.8080778 7.9404565),Pharmacy
J R Pharmacy,pharmacy,POINT(79.8055864 7.9487135),Pharmacy
Bright well pharmacy&grocery,pharmacy,POINT(79.7634623 8.2406473),Pharmacy
Healthy pharmacy,pharmacy,POINT(79.7972437 7.9726848),Pharmacy
A.M.R.Agro Chemicals,pharmacy,POINT(79.738133 8.1824178),Pharmacy
Chemist Pharmacy & Grocery,pharmacy,POINT(79.7621222 8.2332328),Pharmacy
Haneef pharmacy &Grocery,pharmacy,POINT(79.7607989 8.2319665),Pharmacy
Medical Center Pharmacy,pharmacy,POINT(79.7659929 8.2350664),Pharmacy
Zeenath Pharmacy,pharmacy,POINT(79.7370975 8.0499249),Pharmacy
Fagil Pharmacy & Grocery,pharmacy,POINT(79.7372267 8.048491),Pharmacy
AQEELA Pharmacy,pharmacy,POINT(79.7365168 8.0520863),Pharmacy
Selani Pharmacy,pharmacy,POINT(79.8411937 7.4952312),Pharmacy
Sithumina Pharmacy & Grocery,pharmacy,POINT(79.8414386 7.4953383),Pharmacy
"moulana pharmacy, old town, madampe",pharmacy,POINT(79.8278965 7.4806958),Pharmacy
Aman Pharmacy & Grocery,pharmacy,POINT(79.8290083 7.478569),Pharmacy
RAHMA PHARMACY,pharmacy,POINT(79.8306397 7.4811674),Pharmacy
Rajapakse Pharmacy,pharmacy,POINT(79.8426324 7.4956636),Pharmacy
Sunil Pharmacy Adigama,pharmacy,POINT(79.9493608 7.7761384),Pharmacy
HIRAN PHARMACY,pharmacy,POINT(79.8311723 7.4338414),Pharmacy
Pavithra pharmacy,pharmacy,POINT(79.826246 7.4594475),Pharmacy
Thilini Pharmacy,pharmacy,POINT(79.8430377 7.4146399),Pharmacy
New Pharmacy & Company Agencies (Pvt) Ltd.,pharmacy,POINT(79.8459966 7.4152942),Pharmacy
Santhana Pharmacy,pharmacy,POINT(79.828205 7.4124319),Pharmacy
SAHANAYA PHARMACY MAHAWEWA,pharmacy,POINT(79.8277179 7.4548525),Pharmacy
New Westline Pharmaceuticals,pharmacy,POINT(79.8310529 7.4148869),Pharmacy
St.Annes Pharmaceuticals,pharmacy,POINT(79.831644 7.412971),Pharmacy
Sidu Osu Ayurveda,pharmacy,POINT(79.8303591 7.4127275),Pharmacy
Nalaka Pharmacy,pharmacy,POINT(79.8308242 7.4122313),Pharmacy
Godawala,pharmacy,POINT(79.8296009 7.4031369),Pharmacy
Central Pharmcay,pharmacy,POINT(79.8034818 7.8973384),Pharmacy
Askar Pharmacy,pharmacy,POINT(79.8037501 7.8991254),Pharmacy
Lucky Pharmacy,pharmacy,POINT(79.7997385 7.910374),Pharmacy
Nuha Parmacy,pharmacy,POINT(79.7904475 7.8616705),Pharmacy
St. Jude Pharmacy,pharmacy,POINT(79.8316871 7.3723535),Pharmacy
Rockland Distillery (Pvt) Ltd,pharmacy,POINT(79.8243157 7.3860576),Pharmacy
Thilini Pharmacy and Healthcare,pharmacy,POINT(79.8514692 7.4130628),Pharmacy
Cure Pharmacy Ihala Thabbowa Dunkannawa Nattandiya,pharmacy,POINT(79.8649173 7.3684552),Pharmacy
Cure Pharmacy,pharmacy,POINT(79.9100319 7.4186794),Pharmacy
Cure Pharmacy Dunkannawa,pharmacy,POINT(79.9043474 7.4178961),Pharmacy
Barkath Pharmacy,pharmacy,POINT(79.8648657 7.4126068),Pharmacy
Jayasiri Pharmacy,pharmacy,POINT(79.865872 7.4118964),Pharmacy
Royel Pharma,pharmacy,POINT(79.859083 7.412487),Pharmacy
Jayasuriya Health Care: Pharmacy & Grocery,pharmacy,POINT(79.8318147 7.3938977),Pharmacy
Royal Pharmacy Nallempura Kottaramulla,pharmacy,POINT(79.8758835 7.3782089),Pharmacy
new kottaramulla pharmacy,pharmacy,POINT(79.8744532 7.3782487),Pharmacy
lunuwila pharmcy,pharmacy,POINT(79.8740414 7.380023),Pharmacy
Ranmina pharmacy,pharmacy,POINT(79.8342948 7.3604218),Pharmacy
Tiana Pharmacy,pharmacy,POINT(79.8354555 7.3576747),Pharmacy
isira medical center,pharmacy,POINT(79.9143961 7.3956309),Pharmacy
Shifa Pharmacy,pharmacy,POINT(79.9867105 7.7433919),Pharmacy
LUCKHANGSE PHARAMACY,pharmacy,POINT(79.920325 7.6858626),Pharmacy
Lak Hansa Pharmacy,pharmacy,POINT(79.9201318 7.6857732),Pharmacy
Seinab Medical Centre and Pharmacy.,pharmacy,POINT(79.8247583 8.0644495),Pharmacy
daizyland estate Area office mangalaeliya area chilaw plantation ltd,pharmacy,POINT(79.8158096 7.874003),Pharmacy
BioPlus Pharmacy & groceries,pharmacy,POINT(79.839386 8.0407913),Pharmacy
MRM Pharmacy and Grocery,pharmacy,POINT(79.8172013 7.8873992),Pharmacy
Medix Pharmacy & Grocery,pharmacy,POINT(79.828091 8.0386213),Pharmacy
Josiyam,pharmacy,POINT(79.8288245 8.0347107),Pharmacy
New J & C pharmacy,pharmacy,POINT(79.8293392 8.0342212),Pharmacy
Saad Pharmacy,pharmacy,POINT(79.8321205 8.0341705),Pharmacy
Dallah Pharmacy,pharmacy,POINT(79.8318276 8.0328803),Pharmacy
Smart Pharmacy & Grocery,pharmacy,POINT(79.8367625 8.036062),Pharmacy
Janatha Pharmacy & Super Center,pharmacy,POINT(79.8231867 7.909328),Pharmacy
Colombo Medicals,pharmacy,POINT(79.82127 7.9080663),Pharmacy
New Shadil Pharmacy,pharmacy,POINT(79.8391991 8.0049597),Pharmacy
AR pharma,pharmacy,POINT(79.8384469 8.0072896),Pharmacy
Suham Pharmacy,pharmacy,POINT(79.8262247 7.7970464),Pharmacy
PMS Ayurveda Puttalam,pharmacy,POINT(79.8314989 8.0307274),Pharmacy
Veterinary choice,pharmacy,POINT(79.8311363 8.0311072),Pharmacy
JF Farm Shop,pharmacy,POINT(79.8308511 8.0309532),Pharmacy
Hanyu Pharmacy,pharmacy,POINT(79.8304066 8.0304344),Pharmacy
Puttalam Pharmacy & Grocery,pharmacy,POINT(79.8344414 8.028102),Pharmacy
J&C Medical,pharmacy,POINT(79.8289776 8.0301611),Pharmacy
New Multi Pharmacy,pharmacy,POINT(79.828727 8.0300466),Pharmacy
Roobi Farm Shop And Pet Care,pharmacy,POINT(79.8366771 8.0146891),Pharmacy
"HMC Pharmacy Serakkuliya, Juction, Majithul Fallah Madina Nagar",pharmacy,POINT(79.8100733 8.230061),Pharmacy
Ranmina pharmacy Wennappuwa,pharmacy,POINT(79.8435125 7.3390814),Pharmacy
New Asiri Medical Wennappuwa,pharmacy,POINT(79.841247 7.3428),Pharmacy
Prasanna Pharmacy Wennappuwa,pharmacy,POINT(79.8412339 7.3430989),Pharmacy
St. Cicilia Pharmacy,pharmacy,POINT(79.8411883 7.3433979),Pharmacy
Franchise Osusala,pharmacy,POINT(79.8411213 7.3428509),Pharmacy
Sithara Pharmarcy & Dispensary Wennappuwa,pharmacy,POINT(79.8441871 7.3358345),Pharmacy
Royal Pharma,pharmacy,POINT(79.8620861 7.3289),Pharmacy
WIJAYA PHARMACY LUNUWILA,pharmacy,POINT(79.8617136 7.3490196),Pharmacy
Lunuwila Pharmacy,pharmacy,POINT(79.8633524 7.34864),Pharmacy
Iresha pharmacy,pharmacy,POINT(79.8352767 7.3493037),Pharmacy
Sanduni Pharmacy,pharmacy,POINT(79.8608458 7.3127931),Pharmacy
St. Joseph Pharmacy,pharmacy,POINT(79.8479164 7.3116393),Pharmacy
PRADEEP PHARMACY,pharmacy,POINT(79.8485294 7.3071385),Pharmacy
Waikkala Pharmacy,pharmacy,POINT(79.8555861 7.2803808),Pharmacy
Ayagama Pharmacy And Grosarry,pharmacy,POINT(80.3114491 6.6388426),Pharmacy
Nirma pharmacy,pharmacy,POINT(80.7134357 6.6579307),Pharmacy
Aroma Osusala,pharmacy,POINT(80.6987841 6.6554813),Pharmacy
Janalanka Pharmacy & Grocery,pharmacy,POINT(80.6982451 6.6507134),Pharmacy
Super health pharmacy,pharmacy,POINT(80.6985265 6.6504818),Pharmacy
New MC pharmacy & Grocery,pharmacy,POINT(80.6981586 6.6503867),Pharmacy
New Dasa pharnacy &Groceries,pharmacy,POINT(80.6999037 6.6501704),Pharmacy
Seebles pharmacy,pharmacy,POINT(80.6998924 6.6499945),Pharmacy
New Pharmacy & Grocery,pharmacy,POINT(80.7011756 6.6502049),Pharmacy
Rasika Pharmacy,pharmacy,POINT(80.7016264 6.6501549),Pharmacy
HEALTHWAY PHARMACY,pharmacy,POINT(80.7086546 6.6433071),Pharmacy
My Pharmacy,pharmacy,POINT(80.6381964 6.6927707),Pharmacy
Hindurangala Tea Collector,pharmacy,POINT(80.2557982 6.7753686),Pharmacy
Prabodha phamacy,pharmacy,POINT(80.2616729 6.8531781),Pharmacy
Garnet stores and Phamacy,pharmacy,POINT(80.262214 6.8526475),Pharmacy
Central Pharmacy Eheliyagoda,pharmacy,POINT(80.2647445 6.8502316),Pharmacy
Medicare Eheliyagoda,pharmacy,POINT(80.265123 6.850077),Pharmacy
Attygalla Ayurveda Medical Centre,pharmacy,POINT(80.2652603 6.8496988),Pharmacy
New jayasiri ayurvedic herble shop,pharmacy,POINT(80.2662587 6.8484185),Pharmacy
New Eheliyagoda pharmacy,pharmacy,POINT(80.2662652 6.8487578),Pharmacy
Aster Pharmacy,pharmacy,POINT(80.2661029 6.8489475),Pharmacy
Arogya Pharmacy & Grocery,pharmacy,POINT(80.2659953 6.8490951),Pharmacy
Ishani Pharmacy,pharmacy,POINT(80.3534339 6.6456183),Pharmacy
Mahanama Pharmacy,pharmacy,POINT(80.8561818 6.3315791),Pharmacy
"Indika Pharmacy , (Sripathi Building)",pharmacy,POINT(80.8561457 6.3316176),Pharmacy
Sunseth Healthcare Pharmacy,pharmacy,POINT(80.8561355 6.3316892),Pharmacy
D S Pharmacy & Grocery,pharmacy,POINT(80.8487433 6.3260203),Pharmacy
Newtown Pharmacy,pharmacy,POINT(80.8495628 6.3275195),Pharmacy
Athugala Pharmacy,pharmacy,POINT(80.7962937 6.4110939),Pharmacy
Lakmal Lab,pharmacy,POINT(80.8776643 6.2988348),Pharmacy
Sunseth Healthcare Pharmacy 02,pharmacy,POINT(80.8450262 6.3204495),Pharmacy
"New jayarathna pharmacy, infront of the hospital,newtown,Embilipitiya",pharmacy,POINT(80.8431195 6.32551),Pharmacy
Tharusha pharmacy,pharmacy,POINT(80.8431976 6.3256033),Pharmacy
Indika Pharmacy / à¶à¶±à·à¶¯à·à¶ à¶¹à·à·à¶°à·à¶½à¶º,pharmacy,POINT(80.8433354 6.3256103),Pharmacy
Sarathchandra Phamacy,pharmacy,POINT(80.8445574 6.3259397),Pharmacy
Wellnesscare Pharmacy,pharmacy,POINT(80.8873161 6.2920656),Pharmacy
Lanka Pharmacy (à¶½à¶à¶à· à·à·à¶¸à·à·),pharmacy,POINT(80.8466909 6.3365977),Pharmacy
Sunseth Healthcare Pharmacy - Keells Super,pharmacy,POINT(80.8488533 6.3365064),Pharmacy
Chandra Group,pharmacy,POINT(80.6513478 6.5046355),Pharmacy
Ukwatta,pharmacy,POINT(80.6160402 6.4647237),Pharmacy
Godakawela Pharmacy,pharmacy,POINT(80.6521127 6.5043984),Pharmacy
Island pharmacy,pharmacy,POINT(80.6561061 6.5015877),Pharmacy
Madhumini Pharmacy & Grocery,pharmacy,POINT(80.6565564 6.5015904),Pharmacy
Lueenn Pharmacy & Multi Shop,pharmacy,POINT(80.743882 6.688193),Pharmacy
Himayas pharmacy,pharmacy,POINT(80.5744242 6.5782177),Pharmacy
Bhuddhika Pharmacy,pharmacy,POINT(80.574325 6.5785692),Pharmacy
SJB OSUSALA Kahawatta Branch,pharmacy,POINT(80.5747966 6.5779713),Pharmacy
Golden Pharmacy,pharmacy,POINT(80.5753024 6.5773397),Pharmacy
suwamadura pharmacy,pharmacy,POINT(80.5743969 6.582551),Pharmacy
New Mahajana Phamacy,pharmacy,POINT(80.3963228 6.5301273),Pharmacy
Shalinka Pharmacy & Grocery,pharmacy,POINT(80.3969494 6.5303528),Pharmacy
à·à·à¶»à¶±à·à¶¢à¶±à· à·à·à¶¸à·à·,pharmacy,POINT(80.2725733 6.7376606),Pharmacy
Chandani pharmacy and grocery,pharmacy,POINT(80.6702729 6.3838045),Pharmacy
Nildiya Dahara Water Project,pharmacy,POINT(80.6845529 6.4092598),Pharmacy
Dishana pharmacy,pharmacy,POINT(80.6357686 6.4383869),Pharmacy
Dasatha Pharmacy,pharmacy,POINT(80.3817577 6.7386485),Pharmacy
Sanara Pharmacy @ Grocery,pharmacy,POINT(80.3664859 6.7766347),Pharmacy
Iresha Pharmacy & Grocery,pharmacy,POINT(80.3673811 6.7749158),Pharmacy
Suwasiri Pharmacy,pharmacy,POINT(80.3572463 6.7842015),Pharmacy
PUBUDU PHARMACY AND GROCERY,pharmacy,POINT(80.3735358 6.7589799),Pharmacy
Prabasha pharmacy,pharmacy,POINT(80.3715338 6.7662138),Pharmacy
Jeewani Pharmacy,pharmacy,POINT(80.2976612 6.8202338),Pharmacy
sujatha pharmacy,pharmacy,POINT(80.6121578 6.607874),Pharmacy
Dahanayaka astro and dewalaya,pharmacy,POINT(80.5618515 6.5947686),Pharmacy
CITY CHEMISTS NO 162 A PELMADULLA,pharmacy,POINT(80.5299541 6.6344847),Pharmacy
C S A Pharmacy & Grocery,pharmacy,POINT(80.5447308 6.622724),Pharmacy
New CND Pharmacy & Grocery,pharmacy,POINT(80.542274 6.6241429),Pharmacy
Athugala Pharmacy - Ayurwedic Medicine shop,pharmacy,POINT(80.558711 6.597276),Pharmacy
Samadi Pharmacy,pharmacy,POINT(80.4182848 6.6748595),Pharmacy
Arya Hospital,pharmacy,POINT(80.394515 6.689434),Pharmacy
"New Pubudu Pharmacy Pulungupitiya, Ratnapura",pharmacy,POINT(80.398984 6.6798387),Pharmacy
NEW INTALIO PHARMACY & GROCERY,pharmacy,POINT(80.4017174 6.6833507),Pharmacy
SJB OSUSALA (Bus stand branch),pharmacy,POINT(80.4020783 6.6829162),Pharmacy
Shabi Lanka Pharmacy,pharmacy,POINT(80.4029533 6.682425),Pharmacy
sihina pharmacy,pharmacy,POINT(80.4017219 6.6827646),Pharmacy
Sihina Paharmcy.,pharmacy,POINT(80.4017288 6.682713),Pharmacy
Mahinda Pharmacy,pharmacy,POINT(80.4023553 6.6825107),Pharmacy
Aloka Hospital pharmacy,pharmacy,POINT(80.4034149 6.6822248),Pharmacy
Buddhika,pharmacy,POINT(80.4023561 6.682406),Pharmacy
Ukwatte Building,pharmacy,POINT(80.401704 6.682517),Pharmacy
Jayaruwan Pharmacy & Groceries,pharmacy,POINT(80.402209 6.6806887),Pharmacy
SJB OSUSALA,pharmacy,POINT(80.4026539 6.6807441),Pharmacy
The Rathnapura stores pharmacy,pharmacy,POINT(80.4035467 6.6800277),Pharmacy
Hiroma Pharmacy,pharmacy,POINT(80.4355518 6.7083121),Pharmacy
UK pharmecy,pharmacy,POINT(80.4095335 6.6815566),Pharmacy
Pubudubpharmacy,pharmacy,POINT(80.4095696 6.6822232),Pharmacy
New Royal Pharamcy,pharmacy,POINT(80.4069583 6.6805112),Pharmacy
Obama,pharmacy,POINT(80.4105251 6.6827317),Pharmacy
Medi Treat - Dr. M.B.D.G Gunawardana,pharmacy,POINT(80.4100512 6.6825979),Pharmacy
The Medi Shop,pharmacy,POINT(80.4061446 6.6797332),Pharmacy
Oshada pharmecy,pharmacy,POINT(80.4100355 6.6827087),Pharmacy
Lanka Medical Pharmacy,pharmacy,POINT(80.4051429 6.679445),Pharmacy
Ruwanpura Stores and pharmacy,pharmacy,POINT(80.4038709 6.6798709),Pharmacy
Rutra Pharmacy,pharmacy,POINT(81.0048401 8.3614146),Pharmacy
Ranaweera super pharmacy,pharmacy,POINT(81.0059198 8.3579142),Pharmacy
Pet Care New,pharmacy,POINT(81.0026304 8.366419),Pharmacy
A A Pharmacy,pharmacy,POINT(81.0071539 8.3516522),Pharmacy
Kinniya Pharmacy,pharmacy,POINT(81.1510666 8.4775537),Pharmacy
Kachchakodutheevu Dispensary,pharmacy,POINT(81.1657246 8.4806763),Pharmacy
Alankerny Dispensary,pharmacy,POINT(81.1871123 8.4748907),Pharmacy
Zeinab Pharmacy,pharmacy,POINT(81.1806664 8.4946445),Pharmacy
"Ayurveda Hospital, Soorangal",pharmacy,POINT(81.1485569 8.4604842),Pharmacy
New Care Pharmacy & Stationery,pharmacy,POINT(81.1802349 8.5021404),Pharmacy
Propose Pharmacy,pharmacy,POINT(81.1828762 8.5022591),Pharmacy
Meditrust Clinic & Pharmacy,pharmacy,POINT(81.1858964 8.5024075),Pharmacy
Hanan Pharmacy & Stationery,pharmacy,POINT(81.1867642 8.5019273),Pharmacy
A.S. Pharmacy,pharmacy,POINT(81.1873509 8.5018702),Pharmacy
Kakamunai Dispensary,pharmacy,POINT(81.1668148 8.4975462),Pharmacy
Nilaveli Medicals,pharmacy,POINT(81.1948788 8.6800534),Pharmacy
Ideal Multi Corner,pharmacy,POINT(81.2613697 8.4394071),Pharmacy
Cardio Pharmacy,pharmacy,POINT(81.2600142 8.4502946),Pharmacy
Jamiul Al-Akbar Jumma Mosque,pharmacy,POINT(81.2742346 8.452963),Pharmacy
Ziya Pharmacy,pharmacy,POINT(81.2635923 8.453783),Pharmacy
Naseema House,pharmacy,POINT(81.2690274 8.4590221),Pharmacy
MIM PHARMACY&MINIMART,pharmacy,POINT(80.9853741 8.9408091),Pharmacy
isuru pharmacy & Grocery,pharmacy,POINT(81.2991551 8.3230873),Pharmacy
Science Academy,pharmacy,POINT(81.0539897 8.4378255),Pharmacy
Care Pharmacy & Dispensary,pharmacy,POINT(81.0706485 8.4647759),Pharmacy
EVEREST PHARMACY,pharmacy,POINT(81.2245488 8.5777393),Pharmacy
Mercy Foundation Village,pharmacy,POINT(81.1901299 8.6037777),Pharmacy
SYR Pharmacy,pharmacy,POINT(81.2162104 8.5862088),Pharmacy
ROMi PETS FEED & MEDIICINE,pharmacy,POINT(81.2043683 8.5878199),Pharmacy
Rasakia Book Shop,pharmacy,POINT(81.232195 8.5736559),Pharmacy
SRI SAI AGENCY & PHARMACY,pharmacy,POINT(81.2333013 8.5770016),Pharmacy
Capital Pharmacy,pharmacy,POINT(81.2323723 8.5787205),Pharmacy
Sri Sai Medical,pharmacy,POINT(81.2311856 8.5806083),Pharmacy
SR Medicals Pharmacy And Mini Mart Supermarket,pharmacy,POINT(81.2339482 8.568901),Pharmacy
Siranjeevi Medicals,pharmacy,POINT(81.2337524 8.5686326),Pharmacy
Abi Medicals,pharmacy,POINT(81.2164615 8.6061849),Pharmacy
Sri sai medicals,pharmacy,POINT(81.2181125 8.6000443),Pharmacy
Vige Pharmacy,pharmacy,POINT(81.2183892 8.5996987),Pharmacy
Christian Cemetery,pharmacy,POINT(81.2019407 8.5814379),Pharmacy
New Lanka Medicare,pharmacy,POINT(80.5005565 8.7605943),Pharmacy
GET WELL HEALTHCARE,pharmacy,POINT(80.500356 8.760033),Pharmacy
Kavin Pharmacy and Channaling,pharmacy,POINT(80.5001039 8.7592481),Pharmacy
Chem,pharmacy,POINT(80.5010397 8.7568793),Pharmacy
Justice Of Peace,pharmacy,POINT(80.4789191 8.757833),Pharmacy
Quality Health Care Clinic - Pandarikulam,pharmacy,POINT(80.4828141 8.7573594),Pharmacy
Health Clinic,pharmacy,POINT(80.4850047 8.7568071),Pharmacy
Bharathi medicals,pharmacy,POINT(80.4868773 8.7588136),Pharmacy
Global Vets Stores,pharmacy,POINT(80.491047 8.7466711),Pharmacy
Blue Paw Vet Care,pharmacy,POINT(80.4925237 8.7622734),Pharmacy
Bright Opticals,pharmacy,POINT(80.490404 8.762662),Pharmacy
Pills Pharmacy,pharmacy,POINT(80.4905525 8.7567378),Pharmacy
Sangeetha Pharmacy,pharmacy,POINT(80.4895837 8.7629002),Pharmacy
Pirashanthy Pharmacy,pharmacy,POINT(80.4892621 8.7625262),Pharmacy
Rocky pet care,pharmacy,POINT(80.4892254 8.7629694),Pharmacy
G.N Medicals Distribution &Grocery.,pharmacy,POINT(80.454049 8.754568),Pharmacy
ARADHANA DRUGGIST,pharmacy,POINT(80.4855629 8.7519674),Pharmacy
New Animal clinic and Surgery.Advanced veterinary Care (Private Veterinary clinic Vavuniya),pharmacy,POINT(80.501031 8.750871),Pharmacy
police complex vavuniya.,pharmacy,POINT(80.4970435 8.7503242),Pharmacy
Clinic Center,pharmacy,POINT(80.4725542 8.7333999),Pharmacy
Seinab Medical Centre and Pharmacy,pharmacy,POINT(80.3705334 8.6014736),Pharmacy
Shiranjeevy Siddha Ayurvedha Hospital,pharmacy,POINT(80.3220709 8.6364965),Pharmacy
Glomark Grocery store - Location,Grocery store,POINT (79.8710122 6.9011878),Glomark
Glomark Grocery store - Location (1),Grocery store,POINT (79.9047329 6.8618093),Glomark
Glomark Grocery store - Location (2),Grocery store,POINT (79.8666589 6.8363241),Glomark
Glomark Supermarket - Location,Supermarket,POINT (79.9789791 6.8392171),Glomark
Glomark Shopping mall - Location,Shopping mall,POINT (79.9610713 6.8940246),Glomark
Glomark Supermarket - Location (1),Supermarket,POINT (79.9330851 6.8840289),Glomark
Glomark Supermarket - Location (2),Supermarket,POINT (79.8876546 6.888536),Glomark
Glomark Supermarket - Location (3),Supermarket,POINT (79.8657111 6.9205391),Glomark
Glomark Supermarket - Location (4),Supermarket,POINT (79.8961877 7.0553708),Glomark
Glomark Grocery store - Location (3),Grocery store,POINT (79.8478613 7.2055266),Glomark
Glomark Grocery store - Location (4),Grocery store,POINT (80.3638606 7.4844539),Glomark
Glomark Supermarket - Location (5),Supermarket,POINT (80.6263708 7.2860018),Glomark
Glomark Grocery store - Location (5),Grocery store,POINT (79.8922398 6.9937847),Glomark
Glomark Electronics store - Location,Electronics store,POINT (79.8709518 6.9012387),Glomark
Glomark Grocery store - Location (6),Grocery store,POINT (80.6113119 7.2742831),Glomark
Glomark Electronics store - Location (1),Electronics store,POINT (79.933135 6.8838907),Glomark
Glomark Electronics store - Location (2),Electronics store,POINT (79.9609897 6.893917),Glomark
Glomark Electronics store - Location (3),Electronics store,POINT (79.8666071 6.836268),Glomark
Glomark Wholesaler household appliances - Location,Wholesaler household appliances,POINT (79.8964912 7.0556339),Glomark
Glomark Electronics store - Location (4),Electronics store,POINT (79.934269 6.874879),Glomark
Glomark Electronics store - Location (5),Electronics store,POINT (79.9789918 6.8390887),Glomark
Glomark Electronics store - Location (6),Electronics store,POINT (79.8479076 7.2053942),Glomark
Keells Supermarket - Location,Supermarket,POINT (79.8823381 6.9138298),Keells
Keells Supermarket - Location (1),Supermarket,POINT (79.8544885 6.8893699),Keells
Keells Supermarket - Location (2),Supermarket,POINT (79.8643036 6.886914),Keells
Keells Supermarket - Location (3),Supermarket,POINT (79.8561243 6.921714),Keells
Keells Supermarket - Location (4),Supermarket,POINT (79.9208973 6.8520344),Keells
Keells Supermarket - Location (5),Supermarket,POINT (79.8808829 6.8696526),Keells
Keells Supermarket - Location (6),Supermarket,POINT (79.8729523 6.8961186),Keells
Keells Supermarket - Location (7),Supermarket,POINT (79.8774468 6.8491656),Keells
Keells Supermarket - Location (8),Supermarket,POINT (80.2109432 6.0351517),Keells
Keells Supermarket - Location (9),Supermarket,POINT (79.8609133 6.9484117),Keells
Keells Supermarket - Location (10),Supermarket,POINT (79.9245345 6.9162764),Keells
Keells Supermarket - Location (11),Supermarket,POINT (80.0147196 9.6682913),Keells
Keells Supermarket - Location (12),Supermarket,POINT (79.8618683 6.9207742),Keells
Keells Supermarket - Location (13),Supermarket,POINT (80.6371612 7.2922048),Keells
Keells Supermarket - Location (14),Supermarket,POINT (79.9023058 6.9069006),Keells
Keells Supermarket - Location (15),Supermarket,POINT (79.8876806 6.7952168),Keells
Keells Supermarket - Location (16),Supermarket,POINT (79.8912353 6.8966017),Keells
Keells Supermarket - Location (17),Supermarket,POINT (79.866803 6.8631438),Keells
Keells Supermarket - Location (18),Supermarket,POINT (80.4054245 8.3268697),Keells
Keells Supermarket - Location (19),Supermarket,POINT (79.9094848 6.8834443),Keells
Keells Supermarket - Location (20),Supermarket,POINT (79.867235 6.831912),Keells
Keells Supermarket - Location (21),Supermarket,POINT (79.8759955 6.8795388),Keells
Keells Grocery store - Location,Grocery store,POINT (79.9265942 6.8424722),Keells
Keells Supermarket - Location (22),Supermarket,POINT (79.9027201 6.8888398),Keells
Keells Supermarket - Location (23),Supermarket,POINT (79.8734373 6.9692016),Keells
Keells Supermarket - Location (24),Supermarket,POINT (79.9072649 6.950797),Keells
Keells Supermarket - Location (25),Supermarket,POINT (79.8919773 7.0724858),Keells
Keells Supermarket - Location (26),Supermarket,POINT (80.2039264 6.0581301),Keells
Keells Supermarket - Location (27),Supermarket,POINT (79.8912017 6.9877199),Keells
Keells Supermarket - Location (28),Supermarket,POINT (79.8853531 6.7707745),Keells
Keells Grocery store - Location (1),Grocery store,POINT (79.8570884 6.8955492),Keells
Keells Grocery store - Location (2),Grocery store,POINT (79.9379594 6.9088525),Keells
Keells Grocery store - Location (3),Grocery store,POINT (79.8950092 6.9103852),Keells
Keells Grocery store - Location (4),Grocery store,POINT (80.2218829 6.0639443),Keells
Keells Supermarket - Location (29),Supermarket,POINT (80.7686731 6.9606218),Keells
